Hãng,Dòng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Dung tích,Số chỗ,Giá (triệu)
audi,a7,2012,Xe đã dùng,86700.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,640
kia,sonet,2022,Xe đã dùng,18000.0,,SUV /Crossover,Số tự động,Xăng,1.5,5.0,563
mitsubishi,outlander,2020,Xe đã dùng,11000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,708
suzuki,xl7,2021,Xe đã dùng,100000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,490
toyota,camry,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,1150
mitsubishi,xpander,2021,Xe đã dùng,25000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,528
toyota,vios,2022,Xe đã dùng,31000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,418
toyota,yaris,2017,Xe đã dùng,40000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,445
lexus,rx,2009,Xe đã dùng,88886.0,,SUV /Crossover,Số tự động,Xăng,3.5,7.0,855
toyota,camry,2022,Xe đã dùng,30000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,1060
mg,dòngkhác,2022,Xe đã dùng,4100.0,Nhập khẩu,,Số tự động,Xăng,,,490
mitsubishi,mirage,1989,Xe đã dùng,10000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,28
hyundai,tucson,2018,Xe đã dùng,50000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,625
honda,city,2019,Xe đã dùng,52000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,45
toyota,innova,2017,Xe đã dùng,90000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,450
suzuki,xl7,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,599
toyota,venza,2010,Xe đã dùng,200.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,5.0,440
kia,sorento,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.2,6.0,999
ford,ecosport,2020,Xe đã dùng,37000.0,,SUV /Crossover,Số tự động,Xăng,1.5,5.0,475
daewoo,gentra,2009,Xe đã dùng,21000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,9
toyota,innova,2017,Xe đã dùng,89000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,460
kia,cerato,2019,Xe đã dùng,36000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,475
hãng khác,dòngkhác,2023,Xe mới,0.0,Nhập khẩu,Kiểu dáng khác,Số tay,Xăng,,,239
toyota,sienna,2016,Xe đã dùng,38000.0,,Van/Minivan,Số tự động,Xăng,2.5,7.0,1970
vinfast,vf8,2023,Xe đã dùng,6000.0,Nhập khẩu,SUV /Crossover,Số tự động,Điện,0.0,5.0,930
toyota,corollaaltis,2018,Xe đã dùng,30123.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,575
hyundai,accent,2021,Xe đã dùng,16700.0,,Sedan,Số tự động,Xăng,1.4,5.0,470
toyota,landcruiser,2020,Xe đã dùng,46000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.6,7.0,3850
kia,optima,2015,Xe đã dùng,52000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,540
honda,civic,2023,Xe đã dùng,13600.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,785
hyundai,custin,2023,Xe mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,1.5,7.0,850
honda,city,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,579
ford,ranger,2023,Xe mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,1299
suzuki,xl7,2022,Xe đã dùng,27000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,535
toyota,corollaaltis,2019,Xe đã dùng,67000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.8,5.0,550
ford,focus,2014,Xe đã dùng,49000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,310
kia,sorento,2021,Xe đã dùng,29000.0,,SUV /Crossover,Số tự động,Xăng,2.2,6.0,965
toyota,camry,2021,Xe đã dùng,31743.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,1031
toyota,innova,2015,Xe đã dùng,90000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,365
honda,city,2019,Xe đã dùng,78000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,399
hyundai,accent,2019,Xe đã dùng,95000.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,310
toyota,corollaaltis,2015,Xe đã dùng,33750.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.8,5.0,470
mercedes benz,eclass,2023,Xe đã dùng,15000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,1599
kia,morning,2019,Xe đã dùng,83000.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,215
honda,odyssey,2016,Xe đã dùng,79000.0,Nhập khẩu,,Số tự động,Xăng,2.4,,980
chevrolet,lacetti,2013,Xe đã dùng,91899.0,Nhập khẩu,Sedan,Số tay,Xăng,1.6,5.0,210
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,439
mazda,3,2023,Xe mới,0.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,619
toyota,innova,2016,Xe đã dùng,85000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,435
hyundai,accent,2020,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.4,5.0,363
mitsubishi,outlander,2020,Xe đã dùng,10000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,708
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,300
kia,carens,2010,Xe đã dùng,200000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.0,7.0,172
suzuki,ertiga,2022,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Động cơ Hybrid,1.5,7.0,599
toyota,corollacross,2022,Xe đã dùng,39920.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,740
toyota,fortuner,2013,Xe đã dùng,89000.0,,SUV /Crossover,Số tay,Dầu,2.5,7.0,515
kia,carens,2011,Xe đã dùng,1234.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,270
honda,city,2022,Xe đã dùng,18000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,479
hyundai,accent,2019,Xe đã dùng,111198.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,220
toyota,vios,2011,Xe đã dùng,149998.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,135
toyota,innova,2006,Xe đã dùng,18000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,215
chevrolet,captiva,2009,Xe đã dùng,95.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.4,7.0,220
toyota,vios,2016,Xe đã dùng,10.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,335
toyota,yaris,2009,Xe đã dùng,90000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.3,5.0,285
chevrolet,orlando,2017,Xe đã dùng,63000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,7.0,400
mazda,3,2018,Xe đã dùng,39000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,450
kia,carnival,2022,Xe đã dùng,2900.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1480
toyota,fortuner,2019,Xe đã dùng,67000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,855
toyota,corollaaltis,2017,Xe đã dùng,57000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,572
toyota,innova,2018,Xe đã dùng,100000.0,,SUV /Crossover,Số tự động,Xăng,2.0,8.0,590
volkswagen,tiguan,2021,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1499
mitsubishi,zinger,2008,Xe đã dùng,180.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.4,8.0,185
mazda,3,2019,Xe đã dùng,79000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,470
hyundai,dòngkhác,2002,Xe đã dùng,10000.0,Nhập khẩu,,Số tay,Dầu,,,69
mitsubishi,xpander,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,590
toyota,camry,2019,Xe đã dùng,76000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,858
honda,crv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Động cơ Hybrid,2.4,5.0,1109
hyundai,solati,2019,Xe đã dùng,110000.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.5,10.0,880
toyota,vios,2017,Xe đã dùng,750000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,310
toyota,vios,2022,Xe đã dùng,21500.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,460
chevrolet,spark,2014,Xe đã dùng,110000.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,75
hyundai,santafe,2020,Xe đã dùng,46000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,7.0,789
hyundai,tucson,2018,Xe đã dùng,49000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,67
hyundai,i10,2018,Xe đã dùng,7500.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,229
honda,city,2021,Xe đã dùng,18000.0,Trong nước,Sedan,Số tự động,Xăng,1.2,5.0,476
ford,ranger,2010,Xe đã dùng,123.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,200
mazda,2,2022,Xe đã dùng,20000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,48
volkswagen,tiguan,2022,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1499
ford,ranger,2020,Xe đã dùng,59000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,525
toyota,camry,2022,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,1105
bmw,x1,2011,Xe đã dùng,130000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,385
mitsubishi,attrage,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,325
hyundai,tucson,2020,Xe đã dùng,36000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,710
audi,a4,2009,Xe đã dùng,180000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,355
hyundai,kona,2019,Xe đã dùng,123.0,,SUV /Crossover,Số tự động,Xăng,1.6,5.0,485
honda,crv,2020,Xe đã dùng,48000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.4,5.0,830
ford,ranger,2022,Xe đã dùng,30000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,675
mazda,3,2016,Xe đã dùng,68000.0,,Hatchback,Số tự động,Xăng,1.5,5.0,399
volkswagen,teramont,2022,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,2099
toyota,corollacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,755
toyota,4runner,2013,Xe đã dùng,110000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,4.0,7.0,410
daewoo,lanos,2003,Xe đã dùng,210000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,40
toyota,vios,2021,Xe đã dùng,30379.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,485
mitsubishi,xpander,2022,Xe đã dùng,60000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,573
ford,everest,2021,Xe đã dùng,45113.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,940
honda,city,2016,Xe đã dùng,75000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,368
peugeot,3008,2021,Xe đã dùng,11800.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,839
kia,carnival,2022,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Xăng,3.5,8.0,1749
toyota,fortuner,2014,Xe đã dùng,94000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,7.0,459
toyota,fortuner,2015,Xe đã dùng,71000.0,,SUV /Crossover,Số tự động,Xăng,2.4,7.0,540
hyundai,tucson,2019,Xe đã dùng,42000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,689
fiat,500,2010,Xe đã dùng,43000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,0.9,4.0,268
honda,city,2016,Xe đã dùng,85000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,348
daewoo,lacetti,2011,Xe đã dùng,110000.0,,Sedan,Số tự động,Xăng,1.6,5.0,18
chevrolet,aveo,2011,Xe đã dùng,205000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,128
ford,ranger,2019,Xe đã dùng,42000.0,,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,640
vinfast,dòngkhác,2023,Xe mới,0.0,Trong nước,,Số tự động,Xăng,,5.0,675
kia,carens,2013,Xe đã dùng,90000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,7.0,218
hyundai,i10,2019,Xe đã dùng,80000.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,275
ford,transit,2019,Xe đã dùng,80.0,Trong nước,Van/Minivan,Số tay,Dầu,2.2,16.0,595
isuzu,hilander,2007,Xe đã dùng,20000.0,Nhập khẩu,,Số tay,Dầu,,,139
toyota,innovacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,8.0,810
chevrolet,captiva,2007,Xe đã dùng,99000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.4,7.0,160
kia,seltos,2021,Xe đã dùng,61000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,580
toyota,innova,2018,Xe đã dùng,100000.0,,SUV /Crossover,Số tự động,Xăng,2.0,8.0,610
toyota,velozcross,2023,Xe đã dùng,12000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,635
daewoo,karando,2001,Xe đã dùng,20000.0,Nhập khẩu,,Số tay,Dầu,,,62
kia,seltos,2021,Xe đã dùng,53000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,549
hyundai,i10,2017,Xe đã dùng,90000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,22
mazda,3,2019,Xe đã dùng,52000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,479
isuzu,hilander,2005,Xe đã dùng,200000.0,Nhập khẩu,,Số hỗn hợp,Dầu,,,148
honda,hrv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,699
kia,seltos,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,594
hyundai,tucson,2015,Xe đã dùng,79000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,579
hyundai,accent,2022,Xe đã dùng,7700.0,,Sedan,Số tự động,Xăng,1.4,5.0,485
toyota,fortuner,2016,Xe đã dùng,94521.0,,SUV /Crossover,Số tự động,Xăng,2.7,7.0,526
mercedes benz,cclass,2011,Xe đã dùng,120000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,330
nissan,grandlivina,2011,Xe đã dùng,38000.0,Nhập khẩu,,Số tay,Xăng,,,165
toyota,landcruiser,2008,Xe đã dùng,21.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.7,7.0,1180
ford,ranger,2015,Xe đã dùng,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,400
ford,ranger,2018,Xe đã dùng,69000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,475
kia,morning,2008,Xe đã dùng,13500.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,150
chevrolet,spark,2017,Xe đã dùng,110000.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,139
hyundai,santafe,2007,Xe đã dùng,123456.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.2,7.0,315
hãng khác,dòngkhác,2019,Xe đã dùng,50000.0,Nhập khẩu,,Số tay,Xăng,,,10
toyota,vios,2008,Xe đã dùng,29000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,255
honda,city,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,589
honda,city,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,609
honda,city,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,594
honda,civic,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,875
honda,city,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,614
kia,k5,2022,Xe đã dùng,20000.0,,Sedan,Số tự động,Xăng,2.5,5.0,820
hyundai,accent,2019,Xe đã dùng,52000.0,,Sedan,Số tay,Xăng,1.4,5.0,327
kia,carnival,2021,Xe đã dùng,50000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1190
hyundai,santafe,2009,Xe đã dùng,168000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.2,7.0,320
ford,ecosport,2019,Xe đã dùng,59000.0,,SUV /Crossover,Số tự động,Xăng,1.5,5.0,449
nissan,grandlivina,2011,Xe đã dùng,130000.0,,Van/Minivan,Số tự động,Xăng,,,268
suzuki,celerio,2018,Xe đã dùng,70000.0,,Hatchback,Số tự động,Xăng,1.0,5.0,267
bmw,3,2016,Xe đã dùng,72000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,679
daewoo,lacetti,2004,Xe đã dùng,12345.0,Trong nước,Sedan,Số tay,Xăng,1.6,5.0,105
chevrolet,aveo,2017,Xe đã dùng,69000.0,,Sedan,Số tự động,Xăng,1.5,5.0,249
ford,ecosport,2018,Xe đã dùng,16000.0,,SUV /Crossover,Số tự động,Xăng,1.5,5.0,435
kia,morning,2009,Xe đã dùng,18000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,164
ford,everest,2021,Xe đã dùng,71000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,899
hyundai,accent,2019,Xe đã dùng,350000.0,,Sedan,Số tự động,Xăng,1.4,5.0,386
mitsubishi,triton,2017,Xe đã dùng,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.4,5.0,490
toyota,vios,2022,Xe đã dùng,32000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,418
chevrolet,spark,2010,Xe đã dùng,717748.0,Nhập khẩu,Hatchback,Số tay,Xăng,0.8,5.0,95
toyota,vios,2019,Xe đã dùng,70000.0,,Sedan,Số tay,Xăng,1.5,5.0,358
toyota,vios,2019,Xe đã dùng,56000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,402
nissan,navara,2019,Xe đã dùng,50000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.5,5.0,435
toyota,innova,2018,Xe đã dùng,14.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,475
mazda,6,2016,Xe đã dùng,61000.0,Trong nước,Sedan,Số tự động,Xăng,2.5,5.0,465
hyundai,palisade,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,6.0,423
mazda,2,2016,Xe đã dùng,57000.0,,Sedan,Số tự động,Xăng,1.5,5.0,350
hyundai,santafe,2021,Xe đã dùng,40000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.2,7.0,1039
bmw,5,2014,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,680
toyota,innova,2013,Xe đã dùng,36000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,285
hyundai,i10,2017,Xe đã dùng,243000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,245
kia,carnival,2021,Xe đã dùng,28000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1268
volkswagen,teramont,2021,Xe đã dùng,26000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1838
hyundai,tucson,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,178
toyota,hiace,2010,Xe đã dùng,12345.0,Trong nước,Van/Minivan,Số tay,Dầu,2.7,16.0,285
chevrolet,captiva,2011,Xe đã dùng,32395.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.4,7.0,260
toyota,fortuner,2010,Xe đã dùng,90000.0,,SUV /Crossover,Số tự động,Xăng,2.4,7.0,350
kia,soluto,2022,Xe đã dùng,23000.0,,Sedan,Số tự động,Xăng,1.4,5.0,418
hyundai,creta,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,555
hyundai,accent,2019,Xe đã dùng,80.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,335
honda,civic,2022,Xe đã dùng,10000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,725
honda,civic,2019,Xe đã dùng,37000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,466
honda,brv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,10
ford,ranger,2022,Xe đã dùng,21000.0,,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,625
kia,carens,2008,Xe đã dùng,15887.0,,SUV /Crossover,Số tay,Xăng,2.0,7.0,195
hyundai,tucson,2022,Xe đã dùng,1000.0,,SUV /Crossover,Số tự động,Dầu,2.0,5.0,839
mitsubishi,xpander,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,560
hyundai,accent,2021,Xe đã dùng,300000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,450
ford,dòngkhác,2014,Xe đã dùng,180000.0,Nhập khẩu,,Số tự động,Dầu,,,345
honda,city,2022,Xe đã dùng,6500.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,525
hyundai,santafe,2009,Xe đã dùng,1500.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.2,7.0,380
mitsubishi,xpander,2018,Xe đã dùng,42000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,488
toyota,vios,2022,Xe đã dùng,31000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,418
ford,everest,2019,Xe đã dùng,67000.0,,SUV /Crossover,Số tự động,Dầu,2.5,7.0,800
daewoo,matiz,2005,Xe đã dùng,150000.0,Nhập khẩu,Hatchback,Số tay,Xăng,0.8,5.0,38
ford,escape,2009,Xe đã dùng,132334.0,,SUV /Crossover,Số tự động,Xăng,2.3,5.0,299
hyundai,i10,2017,Xe đã dùng,53000.0,Trong nước,Sedan,Số tự động,Xăng,1.2,5.0,298
toyota,avanza,2020,Xe đã dùng,33550.0,,SUV /Crossover,Số tay,Xăng,1.3,7.0,408
mazda,cx5,2020,Xe đã dùng,30000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,729
ford,territory,2022,Xe đã dùng,11000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,833
mercedes benz,glc,2021,Xe đã dùng,4300.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1650
mitsubishi,xpander,2020,Xe đã dùng,16000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,555
hãng khác,dòngkhác,trước năm 1980,Xe đã dùng,100000.0,Nhập khẩu,,Số tự động,Xăng,,,18
kia,soluto,2022,Xe đã dùng,20000.0,,Sedan,Số tự động,Xăng,1.4,5.0,433
hyundai,elantra,2009,Xe đã dùng,1000.0,Trong nước,Sedan,Số tay,Xăng,1.6,5.0,130
kia,spectra,2005,Xe đã dùng,100800.0,Nhập khẩu,Sedan,Số tay,Xăng,1.6,5.0,75
kia,carens,2011,Xe đã dùng,1890.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.0,7.0,225
toyota,fortuner,2016,Xe đã dùng,155000.0,,SUV /Crossover,Số tay,Dầu,2.4,7.0,600
toyota,innova,2016,Xe đã dùng,50000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,579
kia,cd5,2004,Xe đã dùng,150000.0,,Hatchback,Số tay,Xăng,,,65
ford,focus,2019,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tay,Dầu,1.5,5.0,429
honda,city,2018,Xe đã dùng,56000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,426
mazda,cx5,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,749
suzuki,celerio,2018,Xe đã dùng,40000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.0,5.0,250
mercedes benz,cclass,2009,Xe đã dùng,89000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,260
ford,ranger,2019,Xe đã dùng,38000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,485
kia,soluto,2020,Xe đã dùng,41000.0,,Sedan,Số tay,Xăng,1.4,5.0,328
mazda,2,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,415
nissan,navara,2017,Xe đã dùng,89000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,415
mitsubishi,outlander,2022,Xe đã dùng,20000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,800
ford,everest,2007,Xe đã dùng,60.0,,SUV /Crossover,Số tay,Dầu,2.5,7.0,250
toyota,corollaaltis,2005,Xe đã dùng,23.0,Nhập khẩu,Sedan,Số tay,Xăng,1.8,5.0,175
landrover,rangerover,2016,Xe đã dùng,38000.0,,SUV /Crossover,Số tự động,Xăng,5.0,4.0,4800
kia,morning,2022,Xe đã dùng,10000.0,,Hatchback,Số tự động,Xăng,1.2,5.0,393
toyota,wigo,2019,Xe đã dùng,100.0,,Hatchback,Số tự động,Xăng,1.2,5.0,280
toyota,vios,2022,Xe đã dùng,54000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,490
hyundai,elantra,2021,Xe đã dùng,31000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,540
hyundai,kona,2020,Xe đã dùng,45000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.6,5.0,535
ford,ranger,2018,Xe đã dùng,73.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,460
toyota,corolla,2001,Xe đã dùng,160.0,Nhập khẩu,Sedan,Số tay,Xăng,1.6,5.0,115
toyota,yaris,2016,Xe đã dùng,47000.0,,Hatchback,Số tự động,Xăng,1.3,5.0,386
