Hãng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Số chỗ ngồi,Giá xe (triệu)
Mercedes Benz,2017,Xe đã dùng,59000,Nhập khẩu,Sedan,Số tự động,Xăng,5,4300
Toyota,2021,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,5,779
Kia,2021,Xe đã dùng,28000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,375
Hyundai,2021,Xe đã dùng,26000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,355
Ford,2020,Xe đã dùng,52000,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,630
Hyundai,2022,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,786
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,849
Toyota,2023,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,4370
Suzuki,2014,Xe đã dùng,93000,Nhập khẩu,SUV,Số tự động,Xăng,5,410
Hyundai,2017,Xe đã dùng,60000,Nhập khẩu,Hatchback,Số tay,Xăng,5,265
Toyota,2019,Xe đã dùng,68000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,600
Hyundai,2016,Xe đã dùng,95000,Nhập khẩu,Crossover,Số tự động,Xăng,5,580
Kia,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,1349
Kia,2017,Xe đã dùng,76000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,615
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,969
Ford,2018,Xe đã dùng,68000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,610
Audi,2010,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,399
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,699
Hyundai,2022,Xe đã dùng,6000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,465
Mercedes Benz,2021,Xe đã dùng,14000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1695
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1136
Toyota,2020,Xe đã dùng,62000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,915
Mitsubishi,2018,Xe đã dùng,67000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,555
Toyota,2009,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,298
BMW,2016,Xe đã dùng,50000,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,2,1290
Hyundai,2016,Xe đã dùng,71000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,580
Ford,2019,Xe đã dùng,59000,Nhập khẩu,SUV,Số tự động,Dầu,7,898
Toyota,2016,Xe đã dùng,88000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,369
Mercedes Benz,2005,Xe đã dùng,152868,Nhập khẩu,SUV,Số tự động,Xăng,5,368
Mercedes Benz,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1359
Mercedes Benz,2022,Xe đã dùng,13000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1492
Toyota,2019,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,590
Toyota,2015,Xe đã dùng,43000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,358
Mercedes Benz,2022,Xe đã dùng,11111,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2188
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,999
Lexus,2020,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1850
Mercedes Benz,2022,Xe đã dùng,25000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1950
VinFast,2019,Xe đã dùng,61000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,600
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,825
Mazda,2021,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,670
Ford,2021,Xe đã dùng,46000,Nhập khẩu,SUV,Số tự động,Dầu,7,989
Mercedes Benz,2018,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1120
Ford,2016,Xe đã dùng,46000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,358
Honda,2022,Xe đã dùng,33000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,885
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,755
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1199
Kia,2015,Xe đã dùng,69000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,379
Rolls,2010,Xe đã dùng,60000,Nhập khẩu,Sedan,Số tự động,Xăng,4,5290
Mitsubishi,2021,Xe đã dùng,65000,Nhập khẩu,SUV,Số tự động,Xăng,7,519
Ford,2015,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,400
Mitsubishi,2020,Xe đã dùng,69000,Nhập khẩu,SUV,Số tay,Xăng,7,425
Volkswagen,2022,Xe đã dùng,26000,Nhập khẩu,SUV,Số tự động,Xăng,7,1838
Kia,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,1834
Kia,2022,Xe đã dùng,52000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,799
Volkswagen,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,879
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1499
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,755
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1468
Nissan,2020,Xe đã dùng,90000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,480
Ford,2019,Xe đã dùng,38000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,885
Honda,2021,Xe đã dùng,1000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,895
Mitsubishi,2019,Xe đã dùng,68000,Nhập khẩu,SUV,Số tự động,Xăng,7,479
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,6,1589
VinFast,2021,Xe đã dùng,25000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,670
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,8500
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1270
Kia,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,620
Toyota,2022,Xe đã dùng,28000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,410
Mercedes Benz,2022,Xe đã dùng,4000,Nhập khẩu,Sedan,Số tự động,Xăng,5,4999
Lexus,2008,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,990
Toyota,2019,Xe đã dùng,5,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,418
Kia,2022,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,555
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,850
Mazda,2022,Xe đã dùng,39000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,825
Suzuki,2016,Xe đã dùng,58000,Nhập khẩu,SUV,Số tự động,Xăng,7,339
VinFast,2023,Xe mới,0,Lắp ráp trong nước,Hatchback,Số tự động,Điện,5,458
Toyota,2020,Xe đã dùng,58000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,375
Mercedes Benz,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2189
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,452
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,8679
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2628
Ford,2020,Xe đã dùng,32000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,468
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,505
Toyota,2018,Xe đã dùng,28000,Nhập khẩu,Crossover,Số tay,Xăng,7,388
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1299
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,430
Lexus,2016,Xe đã dùng,1,Nhập khẩu,Coupe,Số tự động,Xăng,5,1699
Infiniti,2016,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Xăng,7,3450
Hyundai,2020,Xe đã dùng,38000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,670
Hyundai,2018,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,765
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,904
Mercedes Benz,2010,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,688
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,5149
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1108
Mitsubishi,2021,Xe đã dùng,32000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,720
Hyundai,2021,Xe đã dùng,17000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,410
Ford,2018,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,410
Honda,2020,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,420
Hyundai,2004,Xe đã dùng,185000,Nhập khẩu,SUV,Số tay,Xăng,5,145
Ford,2014,Xe đã dùng,110000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,350
Kia,2020,Xe đã dùng,43000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,565
Mazda,2014,Xe đã dùng,59000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,330
Lexus,2022,Xe đã dùng,82000,Nhập khẩu,SUV,Số tự động,Xăng,5,3210
Mitsubishi,2019,Xe đã dùng,52000,Nhập khẩu,SUV,Số tự động,Xăng,7,479
Kia,2022,Xe đã dùng,12000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,560
Porsche,2018,Xe đã dùng,52686,Nhập khẩu,SUV,Số tự động,Xăng,5,4990
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,824
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1185
Mercedes Benz,2023,Xe đã dùng,2500,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2636
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,818
Kia,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,8,1209
LandRover,2020,Xe đã dùng,27000,Nhập khẩu,SUV,Số tự động,Xăng,4,8990
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,698
Toyota,2019,Xe đã dùng,76000,Nhập khẩu,SUV,Số tay,Dầu,7,775
BMW,2022,Xe mới,0,Nhập khẩu,Coupe,Số tự động,Xăng,4,2629
Hyundai,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,550
Kia,2014,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2,230
VinFast,2020,Xe đã dùng,25000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,810
Toyota,2022,Xe đã dùng,15000,Nhập khẩu,SUV,Số tự động,Xăng,7,1060
Rolls,2019,Xe đã dùng,36000,Nhập khẩu,SUV,Số tự động,Xăng,4,16399
Toyota,2020,Xe đã dùng,68000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,458
Hyundai,2016,Xe đã dùng,72000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,9,600
Mazda,2019,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,499
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,5059
Hyundai,2018,Xe đã dùng,92000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,645
Hyundai,2019,Xe đã dùng,100000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,240
Toyota,2015,Xe đã dùng,58000,Nhập khẩu,SUV,Số tự động,Xăng,7,1295
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,6,3669
VinFast,2021,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,580
Toyota,2018,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Honda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,958
Suzuki,2023,Xe mới,0,Nhập khẩu,SUV,Số tay,Hybrid,7,538
Mercedes Benz,2004,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,165
Toyota,2019,Xe đã dùng,72000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,310
Mitsubishi,2022,Xe đã dùng,30000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,740
Kia,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,759
Toyota,2015,Xe đã dùng,140000,Nhập khẩu,SUV,Số tự động,Xăng,7,1090
Toyota,2018,Xe đã dùng,110000,Nhập khẩu,Crossover,Số tay,Xăng,7,364
Mercedes Benz,2022,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,3129
Toyota,2022,Xe đã dùng,10000,Nhập khẩu,SUV,Số tự động,Xăng,5,810
Toyota,2021,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,7750
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,476
Toyota,2018,Xe đã dùng,25000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,530
Toyota,2021,Xe đã dùng,360000,Nhập khẩu,SUV,Số tự động,Xăng,5,745
Toyota,2017,Xe đã dùng,86000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,450
Mercedes Benz,2022,Xe đã dùng,6000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1750
Nissan,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,780
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,749
Lexus,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,2620
Hyundai,2021,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1080
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,516
VinFast,2021,Xe đã dùng,25000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,335
Mercedes Benz,2017,Xe đã dùng,43000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1099
Bentley,2014,Xe đã dùng,10000,Nhập khẩu,Sedan,Số tự động,Xăng,5,6500
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,744
Toyota,2010,Xe đã dùng,130000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,272
Toyota,2010,Xe đã dùng,75000,Nhập khẩu,Sedan,Số tự động,Xăng,5,500
Toyota,2022,Xe đã dùng,39000,Nhập khẩu,SUV,Số tự động,Xăng,7,625
VinFast,2021,Xe đã dùng,27000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,590
Mercedes Benz,2018,Xe đã dùng,17890,Nhập khẩu,Sedan,Số tự động,Xăng,5,3998
Honda,2018,Xe đã dùng,46000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,415
Toyota,2022,Xe đã dùng,23275,Nhập khẩu,SUV,Số tự động,Xăng,5,785
Kia,2021,Xe đã dùng,63000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,1245
LandRover,2014,Xe đã dùng,57000,Nhập khẩu,SUV,Số tự động,Xăng,4,3680
Kia,2019,Xe đã dùng,88000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,790
Toyota,2022,Xe đã dùng,21000,Nhập khẩu,SUV,Số tự động,Xăng,5,535
Hyundai,2007,Xe đã dùng,20000,Lắp ráp trong nước,Truck,Số tay,Dầu,2,94
Toyota,2019,Xe đã dùng,45000,Nhập khẩu,Sedan,Số tự động,Xăng,5,820
Hyundai,2019,Xe đã dùng,40000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,339
Ford,2019,Xe đã dùng,70000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,655
Toyota,2021,Xe đã dùng,41000,Nhập khẩu,SUV,Số tự động,Xăng,5,765
Toyota,2013,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,475
Hyundai,2018,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,465
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,4286
BMW,2009,Xe đã dùng,1,Nhập khẩu,Sedan,Số tự động,Xăng,5,539
Toyota,2020,Xe đã dùng,30000,Nhập khẩu,Van/Minivan,Số tự động,Hybrid,7,3790
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,4286
Porsche,2015,Xe đã dùng,78000,Nhập khẩu,SUV,Số tự động,Xăng,5,1391
VinFast,2021,Xe đã dùng,32000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,305
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Mercedes Benz,2021,Xe đã dùng,1000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2450
Kia,2022,Xe đã dùng,11000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,565
Mazda,2015,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,415
Mercedes Benz,2022,Xe đã dùng,50,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2139
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1468
Mitsubishi,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,638
Isuzu,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,550
Toyota,2014,Xe đã dùng,76000,Nhập khẩu,SUV,Số tự động,Xăng,7,899
BMW,2016,Xe đã dùng,50000,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,2,1290
Hyundai,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,640
Ford,2017,Xe đã dùng,91000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,575
Ford,2021,Xe đã dùng,40000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,568
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1045
Kia,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,446
Isuzu,2023,Xe mới,0,Nhập khẩu,Truck,Số tay,Dầu,3,710
Ford,2022,Xe đã dùng,26000,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,738
Ford,2018,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,575
Hyundai,2020,Xe đã dùng,38569,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,495
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Lexus,2019,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng,5,2359
Mazda,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,569
Audi,2010,Xe đã dùng,80000,Nhập khẩu,Sedan,Số tự động,Xăng,4,439
Toyota,2011,Xe đã dùng,98000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,430
Honda,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,800
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Maserati,2017,Xe đã dùng,22222,Nhập khẩu,SUV,Số tự động,Xăng,5,2398
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,593
Ford,2018,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,575
Isuzu,2023,Xe mới,0,Nhập khẩu,Truck,Số tay,Dầu,3,710
Isuzu,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,550
Hyundai,2020,Xe đã dùng,38569,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,495
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Lexus,2019,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng,5,2359
Honda,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,800
Mazda,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,569
Toyota,2011,Xe đã dùng,98000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,430
Audi,2010,Xe đã dùng,80000,Nhập khẩu,Sedan,Số tự động,Xăng,4,439
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,593
Maserati,2017,Xe đã dùng,22222,Nhập khẩu,SUV,Số tự động,Xăng,5,2398
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,4286
Ford,2021,Xe đã dùng,40000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,568
Porsche,2015,Xe đã dùng,78000,Nhập khẩu,SUV,Số tự động,Xăng,5,1391
Toyota,2017,Xe đã dùng,68000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,475
BMW,2011,Xe đã dùng,70000,Nhập khẩu,Sedan,Số tự động,Xăng,5,890
Mercedes Benz,2021,Xe đã dùng,27000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1799
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,969
Mercedes Benz,2018,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,869
Dodge,2009,Xe đã dùng,78600,Nhập khẩu,SUV,Số tự động,Xăng,5,455
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1009
Toyota,2021,Xe đã dùng,17000,Nhập khẩu,SUV,Số tự động,Xăng,7,2590
Mercedes Benz,2014,Xe đã dùng,44000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,628
MG,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,460
Hyundai,2019,Xe đã dùng,37000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,330
LandRover,2016,Xe đã dùng,32180,Nhập khẩu,SUV,Số tự động,Xăng,5,3530
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,670
Mercedes Benz,2022,Xe đã dùng,3000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1890
Honda,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,609
Honda,2019,Xe đã dùng,39000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,459
Ford,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,3600
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,8679
Audi,2021,Xe đã dùng,32000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1888
Isuzu,2017,Xe đã dùng,120000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,5,355
Mercedes Benz,2018,Xe đã dùng,28800,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1050
Kia,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,446
Kia,2018,Xe đã dùng,114000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,825
Mercedes Benz,2018,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,4379
