Tên xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Dẫn động,Số chỗ ngồi,Giá xe
Xe Mercedes Benz GLC 200 4Matic,2023,Xe đã dùng,30 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 266 Triệu
Xe Toyota Yaris 1.5 AT,2012,Xe đã dùng,"90,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Bạc,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,315 Triệu
Xe VinFast Lux A 2.0 Plus 2.0 AT,2020,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Nâu,RFD - Dẫn động cầu sau,5 chỗ,575 Triệu
Xe Mercedes Benz E class E250,2010,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,295 Triệu
Xe BMW Z4 sDrive 20i,2023,Xe mới,Xe mới,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,Tím,Cam,RFD - Dẫn động cầu sau,2 chỗ,3 Tỷ 194 Triệu
Xe Mercedes Benz GLC 200,2019,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 245 Triệu
Xe Mazda 3 1.5 AT,2018,Xe đã dùng,"39,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,455 Triệu
Xe Mazda CX5 Premium 2.0 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Nâu,Màu khác,FWD - Dẫn động cầu trước,5 chỗ,799 Triệu
Xe Ford Ranger XLT 2.2L 4x4 MT,2017,Xe đã dùng,"68,000 Km",Nhập khẩu,Bán tải / Pickup,Số tay,Dầu  2.2 L,Xanh,Đen,4WD - Dẫn động 4 bánh,5 chỗ,479 Triệu
Xe Ford Everest Sport 2.0L 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Xanh,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 100 Triệu
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 202 Triệu
Xe Subaru Outback 2.5i-T EyeSight,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.5 L,Nâu,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 910 Triệu
Xe Nissan Navara VL 2.3 AT 4WD,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.3 L,Đen,Đen,4WD - Dẫn động 4 bánh,5 chỗ,789 Triệu
Xe Lexus GX 460,2012,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  4.6 L,Đen,Kem,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 820 Triệu
Xe Mercedes Benz Maybach S450 4Matic,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,8 Tỷ 199 Triệu
Xe Skoda Kodiaq Ambition 1.4 Turbo,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng,Đỏ,Đen,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 189 Triệu
Xe Toyota Camry 2.0 MT Trước,1989,Xe đã dùng,"216,000 Km",Nhập khẩu,Sedan,Số tay,Xăng  2.0 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,45 Triệu
Xe Lexus RX 350 Luxury,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.4 L,Trắng,Màu khác,AWD - 4 bánh toàn thời gian,5 chỗ,4 Tỷ 330 Triệu
Xe Kia Seltos Premium 1.6 AT,2022,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Đen,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,648 Triệu
Xe Mazda 3 1.5L Luxury,2019,Xe đã dùng,700 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,485 Triệu
Xe VinFast Lux SA 2.0 Premium 2.0 AT,2019,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Xanh,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,745 Triệu
Xe Toyota Innova E 2.0 MT,2021,Xe đã dùng,"67,000 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Đồng,Nâu,RFD - Dẫn động cầu sau,8 chỗ,686 Triệu
Xe VinFast Lux A 2.0 Premium 2.0 AT,2021,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Nâu,RFD - Dẫn động cầu sau,5 chỗ,585 Triệu
Xe Volkswagen Teramont 2.0 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Bạc,-,AWD - 4 bánh toàn thời gian,7 chỗ,2 Tỷ 99 Triệu
Xe Kia Carnival Signature 3.5G,2022,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  3.5 L,Trắng,Nâu,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 598 Triệu
Xe Chevrolet Cruze LT 1.6 MT,2016,Xe đã dùng,"86,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,275 Triệu
Xe Ford Ranger XLS 2.2L 4x2 AT,2015,Xe đã dùng,"90,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Bạc,Nhiều màu,RFD - Dẫn động cầu sau,5 chỗ,395 Triệu
Xe Kia Sonet Luxury 1.5 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,549 Triệu
Xe Chevrolet Spark Van 1.0 AT,2011,Xe đã dùng,0 Km,Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.0 L,Đỏ,Màu khác,FWD - Dẫn động cầu trước,2 chỗ,118 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2021,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,7 chỗ,945 Triệu
Xe Mazda cx3 Luxury 1.5 AT,2022,Xe đã dùng,0 Km,Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,550 Triệu
Xe Mercedes Benz GLC 300 4Matic,2022,Xe đã dùng,"8,900 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 968 Triệu
Xe Kia Spectra 1.6 MT,2005,Xe đã dùng,"15,000 Km",Nhập khẩu,Sedan,Số tay,Xăng  1.6 L,Đen,Xám,FWD - Dẫn động cầu trước,5 chỗ,45 Triệu
Xe LandRover Range Rover Velar R-Dynamic 2.0,2018,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 199 Triệu
Xe Toyota Corolla Cross 1.8G,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Xanh,Nâu,FWD - Dẫn động cầu trước,5 chỗ,684 Triệu
Xe Hyundai Kona 2.0 AT,2018,Xe đã dùng,"63,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,439 Triệu
Xe Hyundai Accent 1.4 MT,2020,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,368 Triệu
Xe Mercedes Benz C class C250,2012,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,445 Triệu
Xe Mercedes Benz GLS 450 4Matic,2022,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,5 Tỷ 79 Triệu
Xe Mitsubishi Xpander 1.5 AT,2021,Xe đã dùng,"15,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Bạc,Đen,FWD - Dẫn động cầu trước,7 chỗ,550 Triệu
Xe Mercedes Benz C class C250 Exclusive,2015,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Kem,RFD - Dẫn động cầu sau,5 chỗ,690 Triệu
Xe Toyota Fortuner 2.7V 4X2 AT,2016,Xe đã dùng,"140,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.7 L,Đen,Ghi,RFD - Dẫn động cầu sau,7 chỗ,560 Triệu
Xe Mercedes Benz Sprinter Executive 313,2009,Xe đã dùng,"250,000 Km",Lắp ráp trong nước,Van/Minivan,Số tay,Dầu  2.2 L,Bạc,Ghi,RFD - Dẫn động cầu sau,16 chỗ,220 Triệu
Xe Mazda BT50 2.2L 4x2 AT,2015,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Ghi,Đen,RFD - Dẫn động cầu sau,5 chỗ,345 Triệu
Xe Honda CRV L,2019,Xe đã dùng,"69,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,789 Triệu
Xe VinFast Lux SA 2.0 Plus 2.0 AT,2021,Xe đã dùng,"43,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,RFD - Dẫn động cầu sau,7 chỗ,785 Triệu
Xe Toyota Vios E 1.5 MT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,479 Triệu
Xe Kia Sorento Signature 2.2 AT AWD,2022,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,6 chỗ,1 Tỷ 90 Triệu
Xe Hyundai i10 Grand 1.2 MT,2017,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.25 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,250 Triệu
Xe Hyundai Accent 1.4 MT,2018,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Bạc,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,290 Triệu
Xe Mazda CX5 2.0 AT,2013,Xe đã dùng,"82,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,440 Triệu
Xe Mazda 3 1.5L Luxury,2019,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,490 Triệu
Xe Volkswagen Teramont 2.0 AT,2022,Xe đã dùng,"4,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,2 Tỷ 199 Triệu
Xe Hyundai Stargazer Cao cấp 1.5 AT,2022,Xe đã dùng,700 Km,Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,645 Triệu
Xe Lincoln Navigator Black Label,2020,Xe đã dùng,"20,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.5 L,Đen,Nâu,4WD - Dẫn động 4 bánh,7 chỗ,5 Tỷ 950 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2020,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,7 chỗ,885 Triệu
Xe Kia Carnival Signature 3.5G,2022,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  3.5 L,Trắng,Nâu,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 630 Triệu
Xe Rolls Royce Ghost 6.6 V12,2010,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  6.6 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,4 chỗ,5 Tỷ 799 Triệu
Xe Mercedes Benz A class A200,2013,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,468 Triệu
Xe Porsche Cayenne Platinum Edition,2017,Xe đã dùng,"93,000 Km",Nhập khẩu,SUV,Số tự động,Hybrid  3.0 L,Trắng,Đỏ,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 790 Triệu
Xe Honda Accord 2.2 MT,1994,Xe đã dùng,0 Km,Nhập khẩu,Sedan,Số tay,Xăng  2.2 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,98 Triệu
Xe Toyota Innova 2.0G,2018,Xe đã dùng,"83,600 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Ghi,Đen,RFD - Dẫn động cầu sau,8 chỗ,595 Triệu
Xe Mazda 3 1.5L Luxury,2022,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,549 Triệu
Xe Ford F150 Platinum,2019,Xe đã dùng,"35,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng  3.5 L,Đỏ,Đỏ,4WD - Dẫn động 4 bánh,5 chỗ,3 Tỷ 750 Triệu
Xe Mazda CX5 Premium Sport 2.0 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,849 Triệu
Xe Mercedes Benz GLC 200,2019,Xe đã dùng,"59,545 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 139 Triệu
Xe Toyota Yaris G 1.5 AT,2021,Xe đã dùng,"6,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,580 Triệu
Xe Hyundai i10 Grand 1.2 AT,2016,Xe đã dùng,"73,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.25 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,286 Triệu
Xe Ford Escape 3.0 V6,2004,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  3.0 L,Xanh,Kem,4WD - Dẫn động 4 bánh,5 chỗ,115 Triệu
Xe Audi A4 40 TFSI Advanced,2022,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Xám,Xám,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 530 Triệu
Xe Mitsubishi Attrage 1.2 CVT,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  1.2 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,405 Triệu
Xe Honda HRV RS,2023,Xe mới,Xe mới,Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,876 Triệu
Xe Ford Ranger XLT 2.0L 4x4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đen,Xám,4WD - Dẫn động 4 bánh,5 chỗ,830 Triệu
Xe Mercedes Benz Maybach S450 4Matic,2019,Xe đã dùng,"41,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Nâu,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,5 Tỷ 399 Triệu
Xe VinFast VF5 Plus,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Điện,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,458 Triệu
Xe Toyota Prado VX 2.7L,2019,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đen,Kem,4WD - Dẫn động 4 bánh,7 chỗ,1 Tỷ 980 Triệu
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC,2021,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đỏ,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 75 Triệu
Xe Toyota Corolla altis 1.8V,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  1.8 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,765 Triệu
Xe Toyota Camry 2.0G,2021,Xe đã dùng,"41,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,868 Triệu
Xe MG 5 Luxury 1.5 AT,2022,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Xám,Đen,FWD - Dẫn động cầu trước,5 chỗ,470 Triệu
Xe Lexus LX 570,2015,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,3 Tỷ 550 Triệu
Xe Kia Sonet Premium 1.5 AT,2022,Xe đã dùng,"15,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,560 Triệu
Xe Kia Sonet Premium 1.5 AT,2022,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Cam,Đen,FWD - Dẫn động cầu trước,5 chỗ,555 Triệu
Xe Mitsubishi Triton Athlete 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Cam,Nhiều màu,RFD - Dẫn động cầu sau,5 chỗ,780 Triệu
Xe Toyota Yaris Cross 1.5 D-CVT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,660 Triệu
Xe Mercedes Benz E class E300 AMG,2020,Xe đã dùng,"41,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 750 Triệu
Xe Toyota Fortuner Legender 2.4L 4x2 AT,2022,Xe đã dùng,"7,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.4 L,Trắng,Nâu,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 150 Triệu
Xe Toyota Fortuner 2.7V 4x2 AT,2015,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.7 L,Đen,Kem,RFD - Dẫn động cầu sau,7 chỗ,486 Triệu
Xe Toyota Vios 1.5E MT,2020,Xe đã dùng,"56,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,386 Triệu
Xe Kia Morning 1.0 AT Sport,2011,Xe đã dùng,"65,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.0 L,Ghi,Đen,FWD - Dẫn động cầu trước,5 chỗ,340 Triệu
Xe Hyundai Stargazer Cao cấp 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.5 L,Đen,Đen,FWD - Dẫn động cầu trước,7 chỗ,560 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2021,Xe đã dùng,"66,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Cát,Đen,RFD - Dẫn động cầu sau,7 chỗ,868 Triệu
Xe Kia Morning 1.0 AT Sport,2012,Xe đã dùng,"90,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,260 Triệu
Xe Toyota Camry 2.5HV,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Hybrid  2.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 420 Triệu
Xe LandRover Range Rover HSE 3.0,2015,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 80 Triệu
Xe Mazda CX5 2.0 AT,2016,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,535 Triệu
Xe Kia Sorento 2.2 DAT Premium,2019,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đỏ,Kem,FWD - Dẫn động cầu trước,7 chỗ,722 Triệu
Xe Toyota Alphard Executive Lounge,2019,Xe đã dùng,"30,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Đen,Đen,FWD - Dẫn động cầu trước,7 chỗ,3 Tỷ 300 Triệu
Xe Kia Cerato 1.6 AT Luxury,2019,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,490 Triệu
Xe MG ZS Standard 1.5 AT 2WD,2023,Xe mới,Xe mới,Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Bạc,Đen,FWD - Dẫn động cầu trước,5 chỗ,475 Triệu
Xe Toyota Vios 1.5G,2019,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,438 Triệu
Xe Mazda 6 Premium 2.0 AT,2019,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,618 Triệu
Xe Kia K3 Premium 2.0 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xanh,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,649 Triệu
Xe Toyota Vios E 1.5 MT,2022,Xe đã dùng,"2,450 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Cát,Đen,FWD - Dẫn động cầu trước,5 chỗ,440 Triệu
Xe Audi S8 4.0 TFSI Quattro,2021,Xe đã dùng,"18,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  4.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,9 Tỷ 900 Triệu
Xe Ford EcoSport Titanium 1.5L AT,2016,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,358 Triệu
Xe Hyundai SantaFe Premium 2.2L HTRAC,2020,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Xanh,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,886 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Nâu,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 240 Triệu
Xe Honda Civic 2.0 AT,2008,Xe đã dùng,"85,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,275 Triệu
Xe Ford Ranger Wildtrak 3.2L 4x4 AT,2017,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  3.2 L,Trắng,Nhiều màu,4WD - Dẫn động 4 bánh,5 chỗ,595 Triệu
Xe Isuzu  Samco 3.0,2015,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,Trắng,Xám,RFD - Dẫn động cầu sau,29 chỗ,646 Triệu
Xe VinFast Lux A 2.0 Tiêu chuẩn,2022,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,-,RFD - Dẫn động cầu sau,5 chỗ,620 Triệu
Xe Hyundai Kona 1.6 Turbo,2018,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,520 Triệu
Xe Hyundai i30 CW 1.6 AT,2009,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tự động,Xăng  1.6 L,Xám,Đen,FWD - Dẫn động cầu trước,5 chỗ,219 Triệu
Xe Mitsubishi Pajero Sport 2.4D 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.4 L,Đen,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 130 Triệu
Xe Hyundai Avante 1.6 AT,2012,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,295 Triệu
Xe Kia Sorento GATH,2017,Xe đã dùng,"62,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Đen,Kem,FWD - Dẫn động cầu trước,7 chỗ,590 Triệu
Xe Kia Carnival Signature 3.5G,2022,Xe mới,Xe mới,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  3.5 L,Đỏ,Nâu,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 689 Triệu
Xe Honda Civic 2.0 AT,2009,Xe đã dùng,"127,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Bạc,Xanh,FWD - Dẫn động cầu trước,5 chỗ,295 Triệu
Xe Mercedes Benz E class E200 Exclusive,2022,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 150 Triệu
Xe Ford Ranger Wildtrak 2.0L 4x4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Vàng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,979 Triệu
